gene1,gene2,score
POLR2I,INTS6,0.808
POLR2I,CDK7,0.913
POLR2I,TBP,0.977
POLR2I,GTF2E1,0.989
POLR2I,SUPT4H1,0.998
POLR2I,POLR2G,0.999
POLR2I,POLR2D,0.999
POLR2I,POLR2J,0.999
SUPT4H1,INTS6,0.497
SUPT4H1,GTF2E1,0.62
SUPT4H1,TBP,0.725
SUPT4H1,CDK7,0.786
SUPT4H1,POLR2J,0.991
SUPT4H1,POLR2G,0.998
SUPT4H1,POLR2D,0.999
TBP,POLR2J,0.956
TBP,POLR2G,0.974
TBP,POLR2D,0.986
TBP,POLR2A,0.999
CDK7,POLR2J,0.919
CDK7,POLR2G,0.943
CDK7,POLR2D,0.949
POLR2D,GTF2E1,0.982
POLR2D,INTS6,0.998
POLR2D,POLR2J,0.999
GTF2E1,POLR2J,0.961
GTF2E1,POLR2G,0.997
GTF2E1,POLR2A,0.999
POLR2J,INTS6,0.998
POLR2J,POLR2A,0.999
POLR2J,POLR2G,0.999
POLR2G,INTS6,0.998
INTS6,POLR2A,0.999
POLR3B,POLR2F,0.999
POLR3K,POLR3H,0.995
POLR3K,CRCP,0.998
POLR3K,POLR3F,0.999
POLR3K,POLR3A,0.999
POLR3K,POLR3D,0.999
POLR3K,POLR2F,0.999
POLR3E,POLR2F,0.994
POLR3E,POLR3H,0.999
POLR3E,CRCP,0.999
POLR1D,POLR3D,0.999
POLR1D,CRCP,0.999
POLR3C,POLR2F,0.998
POLR3H,CRCP,0.999
POLR3H,POLR3D,0.999
POLR3H,POLR2F,0.999
POLR3A,POLR2F,0.999
POLR3F,POLR2F,0.998
CRCP,POLR2F,0.996
CRCP,POLR3D,0.999
POLR3D,POLR2F,0.999
POLR3K,POLR2K,0.997
POLR3E,POLR2K,0.994
POLR2L,CRCP,0.998
POLR2K,CRCP,0.987
POLR3B,POLR3GL,0.998
POLR3K,POLR3GL,0.983
POLR3E,POLR3GL,0.997
POLR1D,POLR3GL,0.984
POLR3C,POLR3GL,0.999
POLR3H,POLR3GL,0.998
POLR3GL,CRCP,0.99
POLR3GL,POLR3A,0.998
POLR3GL,POLR3D,0.998
POLR3GL,POLR3F,0.999
POLR3H,POLR1C,0.999
POLR3GL,POLR1C,0.995
POLR3A,POLR1C,0.999
POLR3F,POLR1C,0.999
CRCP,POLR1C,0.999
POLR3D,POLR1C,0.999
POLR3B,POLR2E,0.999
POLR3B,POLR2H,0.999
POLR3K,POLR2E,0.999
POLR3K,POLR2H,0.999
POLR3E,POLR2H,0.991
POLR3E,POLR2E,0.999
POLR1D,POLR2E,0.999
POLR3A,POLR2H,0.999
POLR3A,POLR2E,0.999
POLR3F,POLR2E,0.999
POLR3F,POLR2H,0.999
POLR3D,POLR2E,0.999
POLR3D,POLR2H,0.999
POLR2F,POLR2E,0.999
POLR2F,POLR1C,0.999
POLR2H,POLR2E,0.999
POLR2H,POLR1C,0.999
POLR2E,POLR1C,0.999
GABPB1,TWNK,0.792
GABPB1,SSBP1,0.812
GABPB1,TFB2M,0.85
GABPB1,POLRMT,0.905
GABPB1,TFB1M,0.924
GABPB1,TFAM,0.965
TWNK,TEFM,0.703
TWNK,TFB1M,0.744
TWNK,TFB2M,0.757
MRPL12,TFAM,0.478
MRPL12,SSBP1,0.542
MRPL12,TFB2M,0.652
MRPL12,TFB1M,0.659
MRPL12,TEFM,0.726
MRPL12,POLR1B,0.914
MRPL12,POLRMT,0.962
SRFBP1,POLRMT,0.898
TFB2M,POLR1B,0.543
TFB2M,TFB1M,0.609
TFB2M,SSBP1,0.684
TFB2M,TEFM,0.821
TFB2M,POLRMT,0.999
TFB2M,TFAM,0.999
TFB1M,TEFM,0.618
TFB1M,SSBP1,0.74
TFB1M,TFAM,0.996
TFB1M,POLRMT,0.999
SSBP1,TEFM,0.577
TFAM,TEFM,0.655
POLR1B,POLRMT,0.861
TEFM,POLRMT,0.997
MC3R,CRH,0.642
MC3R,LEP,0.826
CRH,MRAP,0.482
CRH,OPRM1,0.737
CRH,MC4R,0.75
CRH,PDYN,0.84
CRH,MC2R,0.842
CRH,LEP,0.865
CRH,POMC,0.992
MC4R,PDYN,0.464
MC4R,LEP,0.944
LEP,MC1R,0.409
LEP,PDYN,0.434
LEP,MC5R,0.522
LEP,MC2R,0.595
OPRM1,MC1R,0.432
FKTN,MGAT5B,0.438
POMT2,MGAT5B,0.572
B4GALT2,POMGNT1,0.931
B4GALT2,MGAT5B,0.942
POMGNT2,MGAT5B,0.638
POMGNT1,B4GALT3,0.939
POMGNT1,B4GALT1,0.946
POMGNT1,MGAT5B,0.983
POMT1,MGAT5B,0.566
B4GALT1,MGAT5B,0.94
MGAT5B,DAG1,0.414
MGAT5B,B4GALT3,0.941
PSMA4,PSMB10,0.995
PSMA4,POMP,0.999
PSMA4,PSMA3,0.999
PSMA4,PSMB2,0.999
PSMA4,PSMB1,0.999
PSMA4,PSMA6,0.999
PSMA4,PSMB4,0.999
PSMA4,PSMB5,0.999
PSMA4,PSMB7,0.999
PSMA4,PSMA7,0.999
PSMA3,POMP,0.999
PSMA3,PSMB2,0.999
PSMA3,PSMB1,0.999
PSMA3,PSMA6,0.999
PSMA3,PSMB4,0.999
PSMA3,PSMB5,0.999
PSMA3,PSMB7,0.999
PSMA3,PSMB10,0.999
PSMA3,PSMA7,0.999
PSMB7,PSMB10,0.822
PSMB7,PSMB5,0.999
PSMB7,PSMB4,0.999
PSMB7,PSMA7,0.999
PSMB7,PSMB2,0.999
PSMB7,POMP,0.999
PSMB7,PSMB1,0.999
PSMB7,PSMA6,0.999
PSMA6,PSMB2,0.999
PSMA6,POMP,0.999
PSMA6,PSMB1,0.999
PSMA6,PSMB5,0.999
PSMA6,PSMB4,0.999
PSMA6,PSMA7,0.999
PSMA6,PSMB10,0.999
PSMB1,PSMB2,0.999
PSMB1,POMP,0.999
PSMB1,PSMB10,0.999
PSMB1,PSMA7,0.999
PSMB1,PSMB5,0.999
PSMB1,PSMB4,0.999
PSMB4,PSMB10,0.999
PSMB4,PSMA7,0.999
PSMB4,PSMB5,0.999
PSMB4,POMP,0.999
PSMB4,PSMB2,0.999
PSMB10,PSMB5,0.992
PSMB10,PSMA7,0.993
PSMB10,POMP,0.999
PSMB10,PSMB2,0.999
PSMB5,PSMA7,0.999
PSMB5,PSMB2,0.999
PSMB5,POMP,0.999
PSMA7,POMP,0.999
PSMA7,PSMB2,0.999
PSMB2,POMP,0.999
FKTN,GMPPB,0.796
GMPPB,LARGE1,0.546
GMPPB,DAG1,0.707
GMPPB,POMGNT1,0.785
GMPPB,B3GALNT2,0.798
RPP25L,RPP14,0.814
RPP25L,RPP25,0.911
RPP25L,RPP21,0.92
RPP25L,POP1,0.951
RPP25L,RPP40,0.969
RPP25L,RPP38,0.976
RPP25L,POP5,0.981
RPP25L,POP4,0.987
RPP25L,RPP30,0.989
RPP25L,POP7,0.989
POP7,RPP14,0.991
POP7,RPP21,0.995
POP7,POP1,0.996
POP7,RPP38,0.997
POP7,RPP40,0.997
POP7,POP4,0.998
POP7,RPP30,0.999
POP7,RPP25,0.999
POP7,POP5,0.999
RPP25,RPP14,0.996
RPP25,RPP21,0.997
RPP25,POP1,0.998
RPP25,RPP38,0.999
RPP25,RPP40,0.999
RPP25,POP5,0.999
RPP25,RPP30,0.999
RPP25,POP4,0.999
POP5,RPP38,0.999
POP5,RPP40,0.999
POP5,RPP14,0.999
POP5,POP4,0.999
POP5,POP1,0.999
POP5,RPP30,0.999
POP5,RPP21,0.999
RPP40,POP1,0.992
RPP40,RPP14,0.996
RPP40,RPP21,0.998
RPP40,RPP38,0.999
RPP40,RPP30,0.999
RPP40,POP4,0.999
POP1,RPP38,0.993
POP1,RPP14,0.999
POP1,RPP21,0.999
POP1,POP4,0.999
RPP30,POP4,0.999
RPP30,RPP21,0.999
RPP30,RPP38,0.999
RPP30,RPP14,0.999
RPP21,POP4,0.999
RPP21,RPP14,0.999
RPP21,RPP38,0.999
RPP14,RPP38,0.991
RPP14,POP4,0.999
POP4,RPP38,0.999
PPP2R5A,BVES,0.74
BVES,NDRG4,0.585
BVES,UBAC1,0.597
BVES,RNF123,0.624
BVES,DYSF,0.646
BVES,CAV3,0.681
BVES,DMD,0.698
BVES,KCNK2,0.751
BVES,ARHGEF25,0.789
BVES,TJP1,0.963
RNF123,UBAC1,0.999
ARHGEF25,NDRG4,0.455
ARHGEF25,DMD,0.459
ARHGEF25,KCNK2,0.499
ARHGEF25,TJP1,0.552
CAV3,KCNK2,0.536
TJP1,DYSF,0.4
TJP1,DMD,0.562
DMD,KCNK2,0.446
VAMP3,KCNK2,0.409
VAMP3,POPDC2,0.435
VAMP3,ARHGEF25,0.563
TMEM161A,RHBDD1,0.402
TMEM161A,TMEM214,0.429
TMEM161A,KLHL31,0.49
TMEM161A,TMEM38A,0.509
TMEM161A,POPDC2,0.52
TMEM38A,RHBDD1,0.443
TMEM38A,POPDC2,0.497
TMEM38A,KLHL31,0.589
TMEM38A,TMEM70,0.592
TMEM38A,TMEM214,0.63
TMEM214,POPDC2,0.488
TMEM214,RHBDD1,0.489
TMEM214,TMEM70,0.544
TMEM214,KLHL31,0.6
POPDC2,RHBDD1,0.447
POPDC2,KLHL31,0.448
POPDC2,ARHGEF25,0.507
POPDC2,TMEM70,0.524
POPDC2,XIRP1,0.617
POPDC2,KCNK2,0.765
TMEM70,KLHL31,0.415
TMEM70,RHBDD1,0.428
KLHL31,RHBDD1,0.431
POPDC3,MROH9,0.403
POPDC3,SCRN1,0.415
POPDC3,TSPYL2,0.43
POPDC3,KIF20A,0.451
POPDC3,CPNE8,0.462
POPDC3,BVES,0.466
POPDC3,SLU7,0.471
POPDC3,OR7A10,0.48
POPDC3,ARHGEF25,0.501
POPDC3,KCNK2,0.553
CYP51A1,CYB5A,0.764
CYP51A1,CYB5B,0.767
CYP51A1,PPIG,0.891
CYP51A1,POR,0.96
HMOX1,PPIG,0.432
HMOX1,CYB5A,0.628
CYP4F3,CYP3A7,0.458
CYP4F3,CYB5A,0.609
CYP4F3,CYB5B,0.615
CYP4F3,POR,0.951
CYP4F2,CYB5A,0.429
CYP4F2,CYB5B,0.437
CYP4F2,POR,0.94
CYP3A5,CYB5B,0.692
CYP3A5,CYB5A,0.855
CYP3A5,POR,0.953
PPIG,CYB5A,0.885
PPIG,CYB5B,0.886
PPIG,POR,0.944
CYB5B,CYP3A7,0.462
CYB5B,CYP3A4,0.923
CYB5B,POR,0.997
CYP3A7,CYB5A,0.474
CYP3A7,POR,0.945
CYB5A,CYP3A4,0.96
WNT3,WNT2B,0.53
WNT3,WNT7A,0.535
WNT3,WNT7B,0.542
WNT3,PORCN,0.983
WNT5A,WNT2B,0.705
WNT5A,PORCN,0.969
WNT2,WNT7A,0.535
WNT2,WNT2B,0.567
WNT2,PORCN,0.965
WNT3A,WNT2B,0.547
WNT3A,PORCN,0.982
WNT7A,WNT2B,0.53
WNT7A,PORCN,0.982
WNT4,WNT2B,0.533
WNT4,PORCN,0.959
WNT1,WNT2B,0.696
WNT1,PORCN,0.989
PORCN,WNT7B,0.959
PORCN,WNT2B,0.96
PORCN,WNT5B,0.961
WNT7B,WNT2B,0.53
WNT2B,WNT5B,0.547
TERF2,TPP1,0.743
TERF2,WRN,0.918
TERF2,XRCC6,0.973
TINF2,XRCC6,0.913
TINF2,WRN,0.923
TINF2,TPP1,0.995
TERF1,XRCC6,0.922
TERF1,WRN,0.965
TERF1,TPP1,0.993
WRN,CTC1,0.448
WRN,TERF2IP,0.57
WRN,TERT,0.732
WRN,ACD,0.738
WRN,POT1,0.924
WRN,XRCC6,0.998
TPP1,TERT,0.677
TPP1,CTC1,0.701
TPP1,TERF2IP,0.757
TPP1,POT1,0.996
TERF2IP,XRCC6,0.954
TERT,XRCC6,0.964
POT1,XRCC6,0.92
XRCC6,ACD,0.782
XRCC6,CTC1,0.811
TSHB,ESX1,0.447
TSHB,PITX1,0.448
TSHB,LHX4,0.532
TSHB,ZFHX3,0.588
TSHB,GHRHR,0.661
TSHB,LHX3,0.738
TSHB,POU1F1,0.909
TSHB,PRL,0.918
LHX4,HESX1,0.457
LHX4,PROP1,0.533
LHX4,GHRHR,0.663
LHX4,PRL,0.671
PITX1,PRL,0.405
PRL,ESX1,0.434
PRL,LHX3,0.71
PROP1,ESX1,0.43
PROP1,LHX3,0.556
GHRHR,ESX1,0.588
GHRHR,LHX3,0.638
POU1F1,ZFHX3,0.854
LHX3,HESX1,0.494
NCAPH,EZH2,0.597
NCAPH,POU3F3,0.784
NCAPG,EZH2,0.505
NCAPG,POU3F3,0.916
ASCL1,EZH2,0.43
ASCL1,SOX11,0.563
ASCL1,SOX2,0.748
ASCL1,DLL1,0.794
TBXT,POU3F3,0.633
TBXT,SOX2,0.693
TBXT,DLL1,0.769
EZH2,SMC4,0.519
EZH2,SOX2,0.77
EZH2,POU3F3,0.86
SOX11,MYT1L,0.423
SOX11,POU3F3,0.685
SOX2,DLL1,0.48
SOX2,MYT1L,0.503
SOX2,POU3F3,0.681
SMC4,POU3F3,0.811
POU3F3,DLL1,0.748
DLL1,MYT1L,0.598
RFXAP,POU3F4,0.587
SOX2,PGK1,0.502
SOX2,POU3F4,0.705
PRPS1,PGK1,0.491
PRPS1,POU3F4,0.726
PRPS1,SMPX,0.738
PGK1,PRPS1L1,0.616
PGK1,POU3F4,0.618
KLF4,GJB2,0.448
KLF4,POU3F4,0.587
SMPX,MYO15A,0.422
SMPX,POU3F4,0.655
SMPX,PRPS1L1,0.717
GJB2,POU3F4,0.623
PRPS1L1,POU3F4,0.692
SLC26A4,POU3F4,0.62
MYO15A,POU3F4,0.583
ISL1,ATOH1,0.496
VSX2,NEUROG1,0.404
VSX2,RBPMS,0.479
VSX2,NEUROG2,0.571
VSX2,ASCL1,0.572
VSX2,LHX9,0.609
VSX2,POU4F1,0.754
ASCL1,TP53,0.469
ASCL1,LHX9,0.553
TP53,POU4F1,0.766
ATOH1,NEUROG1,0.4
ATOH1,NEUROG2,0.448
ATOH1,LHX9,0.678
NEUROG2,LHX9,0.616
NEUROG2,POU4F1,0.834
NEUROG1,LHX9,0.62
RIT2,POU4F1,0.833
RBPMS,POU4F1,0.711
LHX9,POU4F1,0.807
OTOF,DIAPH1,0.409
OTOF,ATOH1,0.431
OTOF,ESPN,0.533
OTOF,POU4F3,0.631
OTOF,SLC26A5,0.659
OTOF,MYO7A,0.787
GFI1,SLC26A5,0.669
ATOH1,SLC26A5,0.492
ATOH1,TMC1,0.495
ATOH1,MYO6,0.517
ATOH1,ESPN,0.611
SLC26A5,ESPN,0.606
SLC26A5,POU4F3,0.606
SLC26A5,MYO6,0.643
SLC26A5,MYO7A,0.656
SLC26A5,TMC1,0.756
MYO6,POU4F3,0.592
DIAPH1,MYO7A,0.616
DIAPH1,POU4F3,0.674
TMC1,POU4F3,0.604
TMC1,ESPN,0.63
POU4F3,ESPN,0.604
ATP12A,LHPP,0.918
ATP12A,PPA2,0.926
ATP12A,PPA1,0.961
ATP12A,ATP4B,0.995
ATP4A,LHPP,0.913
ATP4A,PPA2,0.926
ATP4A,PPA1,0.961
ATP5PO,LHPP,0.681
ATP5PO,PPA1,0.814
ATP5PO,PPA2,0.886
ATP5PD,LHPP,0.705
ATP5PD,PPA1,0.741
ATP5PD,PPA2,0.817
ATP4B,PPA2,0.909
ATP4B,LHPP,0.912
ATP4B,PPA1,0.916
PPA2,APRT,0.835
PPA2,ATP5F1C,0.847
PPA2,ATP5F1A,0.857
PPA2,PPA1,0.911
PPA2,LHPP,0.934
ATP5F1C,LHPP,0.706
ATP5F1C,PPA1,0.854
LHPP,ATP5F1A,0.698
LHPP,PPA1,0.944
PPA1,ATP5F1A,0.839
PPA1,APRT,0.843
SIRT1,RELA,0.995
SIRT1,NCOR1,0.996
SIRT1,PPARG,0.998
CREBBP,MED1,0.74
CREBBP,NCOR2,0.872
CREBBP,NCOR1,0.947
CREBBP,RXRA,0.977
CREBBP,NCOA2,0.997
CREBBP,PPARG,0.998
PPARGC1A,RELA,0.629
PPARGC1A,NCOR2,0.706
PPARGC1A,MED1,0.83
PPARGC1A,PPARG,0.999
NCOR1,RELA,0.533
PPARG,NCOA2,0.998
PPARG,RELA,0.998
PPARG,NCOR2,0.999
PPARG,RXRA,0.999
PPARG,MED1,0.999
PPARG,NCOA1,0.999
MED1,NCOR2,0.817
NCOR2,RELA,0.76
NCOR2,NCOA2,0.877
NCOR2,NCOA1,0.884
NCOR2,RXRA,0.996
RELA,NCOA2,0.561
RELA,RXRA,0.781
KYAT3,PPCS,0.84
KYAT3,CTH,0.955
GOT1,PPCS,0.802
GOT1,CTH,0.958
CTH,PPCS,0.81
PPCS,KYAT1,0.825
PPFIBP2,PPFIBP1,0.67
PPFIBP2,PTPRF,0.703
PPFIBP2,PTPRD,0.813
PPFIBP2,PPFIA3,0.815
PPFIBP2,PTPRS,0.834
PPFIBP1,ERC1,0.748
PPFIBP1,PTPRD,0.829
PPFIBP1,PPFIA3,0.855
PPFIBP1,PTPRS,0.864
PPFIBP1,PTPRF,0.957
PPFIA3,RIMS1,0.841
PPFIA3,GIT1,0.86
PPFIA3,PTPRS,0.894
PPFIA3,UNC13B,0.96
PPFIA3,PTPRD,0.966
PPFIA3,ERC1,0.966
PPFIA3,PPP2CA,0.994
PPFIA3,PTPRF,0.996
PTPRF,PTPRD,0.425
PTPRF,GIT1,0.45
ERC1,PTPRS,0.408
ERC1,GIT1,0.601
ERC1,RIMS1,0.957
ERC1,UNC13B,0.993
GIT1,RIMS1,0.533
GIT1,PTPRS,0.552
RIMS1,UNC13B,0.998
PPFIA1,PPFIA4,0.432
PPFIA1,PPFIA3,0.544
PPFIA1,PPFIA2,0.576
PPFIA1,PPFIBP1,0.921
PPFIA1,PTPRD,0.973
PPFIA1,PTPRS,0.985
PPFIA1,ERC1,0.987
PPFIA1,PTPRF,0.997
PPFIBP1,SEC31A,0.734
PPFIBP1,PPFIA4,0.813
PPFIBP1,PPFIA2,0.853
PPFIA3,PPFIA4,0.486
PPFIA3,PPFIA2,0.566
PTPRF,PPFIA4,0.696
PTPRF,PPFIA2,0.797
ERC1,PPFIA4,0.51
ERC1,PPFIA2,0.766
PTPRD,PPFIA4,0.627
PTPRD,PPFIA2,0.756
PPFIA4,PPFIA2,0.461
PPFIA4,PTPRS,0.694
PPFIA2,PTPRS,0.802
CAMLG,BSG,0.528
PPIB,CALR,0.987
HSPA5,BSG,0.728
P4HB,PDIA4,0.799
P4HB,DNAJB11,0.84
AQR,PPIL1,0.998
AQR,SNW1,0.998
AQR,BUD31,0.998
AQR,CDC5L,0.999
AQR,PRPF8,0.999
RBM22,PPIL1,0.997
RBM22,SNW1,0.999
RBM22,BUD31,0.999
RBM22,CDC5L,0.999
RBM22,PRPF8,0.999
PRPF19,PPIL1,0.997
PRPF19,PRPF8,0.999
SYF2,SNW1,0.999
SYF2,BUD31,0.999
CDC40,BUD31,0.999
CDC40,SNW1,0.999
CDC40,EFTUD2,0.999
CDC5L,PPIL1,0.999
PPIL1,BUD31,0.998
PPIL1,SNW1,0.999
PPIL1,PRPF8,0.999
PPIL1,EFTUD2,0.999
BUD31,PRPF8,0.999
BUD31,EFTUD2,0.999
EFTUD2,SNW1,0.999
VIPR2,PPIP5K1,0.433
VIPR2,ADCYAP1R1,0.712
VIPR2,PPIP5K2,0.845
VIPR2,VIP,0.999
VIPR2,ADCYAP1,0.999
IPPK,PPIP5K2,0.949
IPPK,IP6K3,0.96
IPPK,IP6K2,0.964
IPPK,IP6K1,0.967
IPPK,PPIP5K1,0.982
IP6K3,IP6K1,0.913
IP6K3,IP6K2,0.913
IP6K3,PPIP5K2,0.992
IP6K3,PPIP5K1,0.996
IP6K2,IP6K1,0.931
IP6K2,PPIP5K2,0.989
IP6K2,PPIP5K1,0.994
VIP,ADCYAP1,0.732
VIP,PPIP5K2,0.815
VIP,PPIP5K1,0.852
VIP,ADCYAP1R1,0.981
NHLRC3,PPIP5K2,0.581
PPIP5K1,ADCYAP1R1,0.491
PPIP5K1,ADCYAP1,0.7
PPIP5K1,PPIP5K2,0.905
PPIP5K1,IP6K1,0.997
ADCYAP1,PPIP5K2,0.789
ADCYAP1,ADCYAP1R1,0.999
IP6K1,PPIP5K2,0.992
ADCYAP1R1,PPIP5K2,0.613
APPBP2,CHEK1,0.461
APPBP2,PPM1D,0.9
MDM2,RUNX2,0.59
MDM2,H2AX,0.676
MDM2,CHEK1,0.699
MDM2,PPM1D,0.858
MDM2,CHEK2,0.983
TP53,CBFB,0.594
TP53,RUNX2,0.808
TP53,PPM1D,0.883
TP53,H2AX,0.892
ATM,PPM1D,0.924
PPM1D,MDM4,0.749
PPM1D,CBFB,0.761
PPM1D,CHEK1,0.775
PPM1D,H2AX,0.797
PPM1D,RUNX2,0.834
PPM1D,CHEK2,0.918
MDM4,CHEK1,0.742
MDM4,CHEK2,0.92
CHEK2,H2AX,0.957
CHEK1,H2AX,0.898
CBFB,H2AX,0.508
AANAT,PPM1K,0.746
PPTC7,PPM1M,0.565
PPTC7,PPM1K,0.642
PDP1,PPM1K,0.559
PPM1M,PPM1K,0.575
PPOX,GALE,0.848
PPP1R15A,PPP1R7,0.618
PPP1R15A,PPP1CB,0.996
PPP1R15A,PPP1CC,0.997
PPP1R15A,PPP1CA,0.998
PPP1R7,PPP1R12B,0.405
PPP1R7,PPP1R12A,0.669
PPP1R7,PPP1CA,0.992
PPP1R7,PPP1CB,0.993
PPP1R7,PPP1CC,0.997
PPP1R12C,PPP1R12B,0.501
PPP1R12C,PPP1CA,0.955
PPP1R12C,PPP1CC,0.963
WDR82,PPP1R12A,0.902
WDR82,PPP1CC,0.994
WDR82,PPP1CB,0.995
WDR82,PPP1CA,0.996
INTS6,PPP1CB,0.994
PPP1CA,PPP1R12B,0.588
PPP1CA,PPP1R12A,0.97
PPP1CA,PPP1CB,0.997
PPP1CA,PPP1CC,0.998
PPP1CC,PPP1R12B,0.773
PPP1CC,PPP1CB,0.997
PPP1CC,PPP1R12A,0.999
PPP1R12B,PPP1R12A,0.874
PPP1R12B,PPP1CB,0.996
PPP1CB,INTS1,0.994
MYL9,PPP1R14A,0.619
MYL9,RHOA,0.828
MYL9,PPP1CA,0.921
MYL9,PPP1CC,0.939
MYL9,ROCK2,0.951
MYL9,ROCK1,0.953
PPP1R14A,ROCK1,0.455
PPP1R14A,ROCK2,0.464
PPP1R14A,MYL12B,0.639
PPP1R14A,RHOA,0.807
PPP1R14A,PPP1CA,0.949
PPP1R14A,PPP1CC,0.972
PPP1R14A,PPP1CB,0.986
PPP1R14A,PPP1R12A,0.996
ROCK2,PPP1CA,0.917
ROCK2,PPP1CC,0.921
ROCK2,PPP1CB,0.924
ROCK2,MYL12B,0.954
ROCK2,PPP1R12A,0.975
ROCK2,ROCK1,0.988
PPP1CA,PRKG1,0.917
PPP1CA,ROCK1,0.923
PPP1CA,MYL12B,0.93
PPP1CC,RHOA,0.524
PPP1CC,PRKG1,0.922
PPP1CC,ROCK1,0.926
PPP1CC,MYL12B,0.948
PRKG1,RHOA,0.546
PRKG1,PPP1R12A,0.987
PPP1CB,RHOA,0.72
PPP1CB,ROCK1,0.928
PPP1CB,MYL12B,0.952
ROCK1,MYL12B,0.958
ROCK1,PPP1R12A,0.996
ROCK1,RHOA,0.999
PPP1R12A,MYL12B,0.976
PPP1R12A,RHOA,0.994
RHOA,MYL12B,0.87
TP53,PPP1CC,0.433
TP53,KEAP1,0.81
TP53,CDK1,0.962
TP53,TP73,0.985
TP53,PPP1R13L,0.999
HIF1AN,PPP1R13L,0.902
PPP1CA,CDK1,0.557
PPP1CA,PPP1R13L,0.87
PPP1CC,PPP1R13L,0.728
PPP1CC,CDK1,0.729
PPP1R13L,TP73,0.753
PPP1R13L,KEAP1,0.793
PPP1R13L,MAPRE1,0.809
PPP1R13L,PPP1CB,0.848
PPP1R13L,CDK1,0.871
PPP1R13L,RELA,0.925
MAPRE1,CDK1,0.842
TP73,CDK1,0.446
CDK1,PPP1CB,0.423
CDK1,RELA,0.586
PPP1R15A,EIF1,0.64
PPP1R15A,SHOC2,0.72
PPP1R15A,PPP1R9B,0.811
PPP1R15A,PPP1R15B,0.89
PPP1R15A,ACTA1,0.904
PPP1R15A,EIF2S1,0.999
EIF2S1,PPP1R15B,0.875
EIF2S1,ACTA1,0.908
EIF2S1,PPP1CB,0.949
EIF2S1,PPP1CC,0.955
EIF2S1,PPP1CA,0.996
EIF2S1,EIF1,0.998
PPP1CA,PPP1R15B,0.813
PPP1CA,SHOC2,0.951
PPP1CA,PPP1R9B,0.972
PPP1CC,ACTA1,0.863
PPP1CC,SHOC2,0.993
PPP1CC,PPP1R9B,0.993
PPP1CC,PPP1R15B,0.998
EXOC8,PPP1R15B,0.772
ACTA1,PPP1R15B,0.8
PPP1R15B,EIF1,0.797
PPP1R15B,SHOC2,0.903
PPP1R15B,PPP1R9B,0.932
PPP1R15B,PPP1CB,0.947
SHOC2,PPP1R9B,0.901
SHOC2,PPP1CB,0.979
PPP1CB,PPP1R9B,0.93
AQP9,DTNA,0.476
AQP9,DTNB,0.504
AQP9,PPP1R21,0.574
RSPH3,DTNA,0.84
RSPH3,DTNB,0.84
RSPH3,PPP1R21,0.955
C12orf4,GATD1,0.402
C12orf4,CRYZL1,0.627
C12orf4,PPP1R21,0.818
C12orf4,TBCK,0.892
PPP1R21,TBCK,0.608
PPP1R21,STON1,0.61
PPP1R21,HMX3,0.782
PPP1R21,DTNA,0.84
PPP1R21,DTNB,0.841
PPP1R21,GATD1,0.918
PPP1R21,CRYZL1,0.942
GATD1,CRYZL1,0.819
HMX3,DTNA,0.58
HMX3,DTNB,0.58
PPP1R3C,PPP1R3E,0.916
PPP1R3C,PPP1CB,0.982
PPP1R3C,PPP1R3D,0.986
GYS2,PPP1R3E,0.955
GYS2,PPP1CB,0.956
GYS2,PPP1CC,0.957
GYS2,PPP1R3D,0.959
RBL2,PPP1CB,0.913
RBL2,PPP1CA,0.914
RBL2,PPP1CC,0.917
RBL2,PPP1R3A,0.981
PPP1R3A,PPP1R3D,0.943
PPP1R3A,PPP1R3E,0.944
PPP1R3A,GYS1,0.952
PPP1R3A,PPP1CC,0.99
PPP1R3A,PPP1CB,0.99
PPP1R3B,PPP1R3E,0.933
PPP1R3B,PPP1R3D,0.969
PPP1R3B,PPP1CB,0.97
GYS1,PPP1R3E,0.95
GYS1,PPP1R3D,0.955
GYS1,PPP1CB,0.97
GYS1,PPP1CA,0.973
PPP1CA,PPP1R3E,0.949
PPP1CA,PPP1R3D,0.977
PPP1CC,PPP1R3E,0.967
PPP1CC,PPP1R3D,0.981
PPP1R3D,PPP1R3E,0.912
PPP1R3D,PPP1CB,0.955
PPP1CB,PPP1R3E,0.967
PPP2R5B,STRN,0.494
PPP2R5B,PPP2R5E,0.725
PPP2R5B,PPP2R5A,0.848
PPP2R5B,PPP2R2A,0.916
PPP2R5B,SGO1,0.96
PPP2R5B,PPP2R1B,0.98
PPP2R5B,PPP2CA,0.999
PPP2R5B,PPP2R1A,0.999
PPP2R5A,STRN,0.63
PPP2R5A,PPP2R5E,0.915
PPP2R5A,SGO1,0.975
PPP2R5A,PPP2R2A,0.993
PPP2R5A,PPP2CA,0.999
PPP2R5A,PPP2R1B,0.999
PPP2R5A,PPP2R1A,0.999
SGO1,PPP2R1B,0.932
SGO1,PPP2R5E,0.958
SGO1,PPP2R1A,0.998
SGO1,PPP2CA,0.999
STRN,PPP2R5E,0.606
STRN,PPP2R2A,0.632
STRN,PPP2R1B,0.94
STRN,PPP2R1A,0.999
STRN,PPP2CA,0.999
INTS6,PPP2R1B,0.994
INTS6,PPP2CA,0.999
PPP2R1B,PPP2R5E,0.993
PPP2R1B,MOB4,0.994
